Brand,Model,Year of Manufacture,Engine Capacity (cc),Mileage (km/l),Price (INR),Resale Price (INR),Seller Type,City Tier,Fuel Type,Insurance Status,State,Avg Daily Distance (km),Bike Age,Depreciation Rate (%)
Yamaha,FZ,2005,242,34.8,117238,39792,Dealer,Tier 2,Diesel,Insured,Delhi,59,20,66.06
Honda,Livo,2014,83,40.3,60040,59117,Individual,Tier 3,Electric,Not Insured,Delhi,44,11,1.54
Bajaj,CT 100,2018,297,67.5,111944,71535,Individual,Tier 1,Petrol,Insured,Maharashtra,17,7,36.1
Honda,Shine,2022,285,73.3,142776,95509,Individual,Tier 1,Petrol,Not Insured,Tamil Nadu,48,3,33.11
Yamaha,FZ,2012,243,36.1,50306,31630,Individual,Tier 3,Electric,Insured,Delhi,58,13,37.12
Hero,Passion,2022,292,65.3,85484,48288,Individual,Tier 3,Diesel,Insured,Gujarat,23,3,43.51
Hero,HF Deluxe,2013,202,55.4,64272,57535,Dealer,Tier 1,Electric,Not Insured,Maharashtra,54,12,10.48
Hero,Splendor,2008,297,70.1,131504,33102,Individual,Tier 1,Electric,Insured,Tamil Nadu,50,17,74.83
Honda,Livo,2015,334,71.2,34502,30930,Dealer,Tier 1,Diesel,Not Insured,Tamil Nadu,58,10,10.35
Honda,Livo,2009,122,52.8,145750,107384,Individual,Tier 3,Diesel,Not Insured,Delhi,40,16,26.32
Hero,Passion,2009,90,71.7,141822,75691,Dealer,Tier 3,Petrol,Insured,Rajasthan,58,16,46.63
Bajaj,CT 100,2010,81,37.1,95968,77947,Individual,Tier 3,Electric,Insured,Maharashtra,54,15,18.78
Hero,Splendor,2022,160,64.5,64929,60635,Dealer,Tier 1,Electric,Not Insured,Delhi,15,3,6.61
Suzuki,Burgman,2010,208,75.5,91316,31099,Dealer,Tier 2,Electric,Insured,Gujarat,36,15,65.94
Hero,Splendor,2023,342,71.3,133659,123286,Dealer,Tier 1,Petrol,Insured,Gujarat,37,2,7.76
Suzuki,Gixxer,2016,241,49.9,66750,31363,Individual,Tier 2,Petrol,Not Insured,Delhi,42,9,53.01
Bajaj,Avenger,2019,153,38.6,79577,74229,Individual,Tier 1,Diesel,Not Insured,Rajasthan,16,6,6.72
Honda,Unicorn,2008,82,33.2,145560,135126,Individual,Tier 1,Electric,Not Insured,Rajasthan,18,17,7.17
Honda,Shine,2018,299,40.6,137287,45012,Dealer,Tier 1,Electric,Not Insured,Karnataka,27,7,67.21
Honda,Unicorn,2008,292,69.1,96047,54443,Individual,Tier 1,Electric,Not Insured,Delhi,36,17,43.32
Yamaha,R15,2023,343,59.5,89456,60726,Individual,Tier 1,Diesel,Not Insured,Delhi,59,2,32.12
Yamaha,SZ,2005,130,52.0,90313,83815,Individual,Tier 1,Diesel,Insured,Uttar Pradesh,26,20,7.19
Bajaj,CT 100,2007,201,31.4,107387,26505,Dealer,Tier 2,Petrol,Insured,Uttar Pradesh,45,18,75.32
Yamaha,R15,2013,158,46.4,47214,44508,Dealer,Tier 1,Diesel,Not Insured,Karnataka,31,12,5.73
Bajaj,Avenger,2006,252,36.7,120681,96595,Dealer,Tier 3,Electric,Not Insured,Gujarat,47,19,19.96
Hero,Splendor,2021,216,38.5,110915,99447,Dealer,Tier 1,Petrol,Not Insured,Tamil Nadu,59,4,10.34
Bajaj,Pulsar,2017,227,51.7,69295,46901,Dealer,Tier 2,Petrol,Not Insured,Maharashtra,23,8,32.32
Honda,Unicorn,2014,327,31.2,50375,21634,Dealer,Tier 1,Petrol,Insured,Rajasthan,41,11,57.05
Suzuki,Gixxer,2007,293,31.8,109809,84519,Dealer,Tier 2,Petrol,Not Insured,Tamil Nadu,40,18,23.03
Suzuki,Access,2009,295,69.1,84204,34283,Dealer,Tier 3,Electric,Not Insured,Delhi,49,16,59.29
Bajaj,CT 100,2023,309,44.5,88809,51721,Individual,Tier 1,Diesel,Insured,Karnataka,35,2,41.76
Suzuki,Burgman,2019,113,42.9,79159,37903,Dealer,Tier 1,Diesel,Not Insured,Karnataka,57,6,52.12
Honda,Livo,2018,330,51.4,75540,55234,Individual,Tier 2,Electric,Insured,Maharashtra,34,7,26.88
Honda,Livo,2018,185,44.8,128018,77087,Individual,Tier 1,Petrol,Insured,Delhi,54,7,39.78
Hero,Splendor,2018,106,54.8,110713,46333,Dealer,Tier 1,Petrol,Insured,Uttar Pradesh,51,7,58.15
Hero,HF Deluxe,2020,181,38.7,112906,49571,Dealer,Tier 1,Electric,Insured,Uttar Pradesh,50,5,56.1
Bajaj,CT 100,2017,219,57.4,143536,135266,Individual,Tier 1,Petrol,Insured,Tamil Nadu,20,8,5.76
Hero,HF Deluxe,2010,98,62.9,115397,62718,Individual,Tier 1,Petrol,Insured,Uttar Pradesh,33,15,45.65
Suzuki,Gixxer,2010,80,77.9,90814,58373,Dealer,Tier 1,Petrol,Insured,Maharashtra,51,15,35.72
Honda,Unicorn,2016,339,50.3,36380,30496,Dealer,Tier 1,Electric,Not Insured,Uttar Pradesh,54,9,16.17
Honda,Livo,2023,133,40.6,76253,51157,Individual,Tier 1,Petrol,Insured,Uttar Pradesh,52,2,32.91
Suzuki,Burgman,2010,189,72.8,78812,64825,Individual,Tier 1,Petrol,Insured,Karnataka,26,15,17.75
Bajaj,Avenger,2020,264,73.2,43956,22286,Individual,Tier 3,Diesel,Insured,Rajasthan,35,5,49.3
Bajaj,Avenger,2008,195,70.3,127645,60843,Individual,Tier 2,Diesel,Insured,Delhi,54,17,52.33
Hero,Splendor,2008,82,63.3,78920,39631,Individual,Tier 1,Electric,Not Insured,Gujarat,43,17,49.78
Suzuki,Access,2014,88,35.9,99653,22008,Dealer,Tier 2,Petrol,Insured,Gujarat,27,11,77.92
Yamaha,SZ,2021,202,42.0,103939,99924,Dealer,Tier 2,Electric,Insured,Delhi,49,4,3.86
Bajaj,CT 100,2019,224,74.3,98409,27437,Dealer,Tier 3,Diesel,Not Insured,Rajasthan,15,6,72.12
Yamaha,SZ,2009,330,41.9,48499,43527,Dealer,Tier 3,Petrol,Not Insured,Maharashtra,54,16,10.25
Suzuki,Access,2008,291,47.3,100727,29338,Dealer,Tier 1,Petrol,Not Insured,Uttar Pradesh,35,17,70.87
Hero,Splendor,2014,132,32.8,121141,50194,Dealer,Tier 3,Electric,Insured,Rajasthan,12,11,58.57
Hero,Splendor,2019,96,33.1,137543,66859,Dealer,Tier 3,Diesel,Not Insured,Karnataka,56,6,51.39
Suzuki,Gixxer,2012,298,57.2,108307,69940,Dealer,Tier 2,Diesel,Not Insured,Gujarat,30,13,35.42
Honda,Livo,2013,238,51.4,124519,66637,Individual,Tier 3,Electric,Insured,Uttar Pradesh,21,12,46.48
Honda,Shine,2005,268,78.3,42851,39149,Dealer,Tier 1,Electric,Not Insured,Tamil Nadu,56,20,8.64
Honda,Livo,2016,234,36.3,148438,50925,Dealer,Tier 1,Diesel,Insured,Delhi,14,9,65.69
Hero,Passion,2017,219,40.5,112793,63882,Dealer,Tier 2,Diesel,Not Insured,Rajasthan,35,8,43.36
Yamaha,SZ,2012,241,48.0,32962,30584,Dealer,Tier 2,Petrol,Insured,Uttar Pradesh,37,13,7.21
Bajaj,Avenger,2022,316,36.7,143361,21451,Dealer,Tier 1,Electric,Insured,Maharashtra,41,3,85.04
Hero,Splendor,2014,196,49.1,103250,38526,Individual,Tier 1,Petrol,Insured,Uttar Pradesh,24,11,62.69
Hero,Splendor,2017,183,51.1,129841,40106,Dealer,Tier 2,Diesel,Not Insured,Gujarat,23,8,69.11
Yamaha,SZ,2006,141,65.3,71989,34810,Dealer,Tier 3,Electric,Not Insured,Maharashtra,48,19,51.65
Hero,Splendor,2011,151,69.5,91489,68069,Individual,Tier 3,Diesel,Insured,Rajasthan,15,14,25.6
Bajaj,Avenger,2022,306,43.8,57518,35918,Individual,Tier 1,Petrol,Insured,Delhi,29,3,37.55
Hero,HF Deluxe,2008,175,32.7,67761,52273,Dealer,Tier 2,Petrol,Insured,Delhi,18,17,22.86
Hero,HF Deluxe,2021,235,47.2,138136,29386,Dealer,Tier 3,Electric,Insured,Karnataka,60,4,78.73
Honda,Unicorn,2007,327,69.1,115881,51071,Dealer,Tier 2,Petrol,Insured,Tamil Nadu,52,18,55.93
Suzuki,Gixxer,2005,155,79.4,117245,45678,Individual,Tier 1,Petrol,Insured,Delhi,47,20,61.04
Honda,Shine,2014,279,32.1,82559,24344,Dealer,Tier 3,Diesel,Insured,Rajasthan,16,11,70.51
Hero,HF Deluxe,2012,323,77.9,51712,51044,Individual,Tier 1,Diesel,Not Insured,Uttar Pradesh,11,13,1.29
Hero,HF Deluxe,2018,139,75.2,52678,27644,Individual,Tier 3,Diesel,Insured,Maharashtra,40,7,47.52
Yamaha,SZ,2013,129,40.3,145973,25647,Dealer,Tier 1,Diesel,Insured,Uttar Pradesh,47,12,82.43
Bajaj,Pulsar,2007,207,70.6,146837,98732,Individual,Tier 3,Diesel,Not Insured,Karnataka,32,18,32.76
Hero,HF Deluxe,2019,252,48.7,142118,60735,Individual,Tier 3,Diesel,Insured,Uttar Pradesh,18,6,57.26
Hero,Splendor,2007,101,72.9,92802,57182,Individual,Tier 3,Electric,Not Insured,Rajasthan,10,18,38.38
Hero,HF Deluxe,2006,121,45.9,56108,29111,Dealer,Tier 2,Petrol,Not Insured,Karnataka,58,19,48.12
Honda,Shine,2008,161,39.3,76577,63919,Dealer,Tier 2,Diesel,Insured,Delhi,49,17,16.53
Suzuki,Access,2013,317,33.0,86853,54327,Individual,Tier 1,Diesel,Not Insured,Rajasthan,32,12,37.45
Yamaha,SZ,2020,178,48.2,53573,48831,Dealer,Tier 3,Petrol,Insured,Karnataka,46,5,8.85
Yamaha,SZ,2019,203,50.0,147997,54702,Individual,Tier 3,Petrol,Insured,Delhi,30,6,63.04
Suzuki,Gixxer,2020,319,50.2,105932,104962,Individual,Tier 2,Electric,Insured,Gujarat,11,5,0.92
Bajaj,Pulsar,2023,167,60.5,51101,30425,Individual,Tier 1,Electric,Insured,Tamil Nadu,26,2,40.46
Bajaj,CT 100,2017,87,67.9,85579,77896,Individual,Tier 1,Diesel,Not Insured,Tamil Nadu,50,8,8.98
Hero,Splendor,2008,195,44.2,87510,44156,Dealer,Tier 3,Diesel,Not Insured,Gujarat,16,17,49.54
Honda,Livo,2023,248,35.3,73163,42114,Dealer,Tier 3,Diesel,Not Insured,Rajasthan,60,2,42.44
Honda,Livo,2019,207,71.8,36277,28592,Dealer,Tier 2,Electric,Insured,Tamil Nadu,26,6,21.18
Hero,Splendor,2012,135,52.5,134243,94281,Individual,Tier 1,Diesel,Insured,Rajasthan,39,13,29.77
Honda,Unicorn,2005,193,52.2,115805,74501,Individual,Tier 2,Petrol,Insured,Delhi,53,20,35.67
Honda,Shine,2017,255,30.0,132855,106107,Individual,Tier 1,Electric,Insured,Rajasthan,17,8,20.13
Yamaha,FZ,2006,289,78.6,147962,131577,Individual,Tier 1,Electric,Not Insured,Gujarat,42,19,11.07
Honda,Unicorn,2018,338,50.3,127207,126933,Individual,Tier 3,Electric,Insured,Tamil Nadu,21,7,0.22
Yamaha,FZ,2023,264,53.8,58103,38065,Dealer,Tier 3,Diesel,Not Insured,Uttar Pradesh,46,2,34.49
Hero,Splendor,2021,289,58.1,51046,41772,Individual,Tier 2,Petrol,Not Insured,Karnataka,23,4,18.17
Yamaha,SZ,2021,203,77.8,68694,47965,Dealer,Tier 2,Petrol,Insured,Tamil Nadu,43,4,30.18
Bajaj,CT 100,2019,94,68.0,149835,46541,Dealer,Tier 3,Petrol,Not Insured,Maharashtra,51,6,68.94
Suzuki,Gixxer,2016,175,49.4,115073,50092,Dealer,Tier 1,Petrol,Insured,Gujarat,35,9,56.47
Yamaha,SZ,2023,140,47.3,30131,25726,Dealer,Tier 3,Electric,Not Insured,Rajasthan,44,2,14.62
Honda,Unicorn,2017,193,58.5,104141,86471,Dealer,Tier 3,Petrol,Not Insured,Uttar Pradesh,22,8,16.97
Hero,Passion,2021,308,65.9,141924,46395,Individual,Tier 1,Electric,Not Insured,Delhi,37,4,67.31
Hero,Splendor,2022,271,45.3,80714,31483,Individual,Tier 3,Petrol,Not Insured,Maharashtra,46,3,60.99
Yamaha,R15,2006,341,55.1,39202,35668,Dealer,Tier 1,Petrol,Insured,Karnataka,59,19,9.01
Hero,Passion,2013,147,78.7,145327,113786,Dealer,Tier 1,Petrol,Not Insured,Rajasthan,22,12,21.7
Honda,Shine,2022,210,73.4,52521,33068,Dealer,Tier 1,Electric,Insured,Rajasthan,47,3,37.04
Bajaj,Pulsar,2007,118,61.6,43178,38744,Dealer,Tier 1,Petrol,Insured,Rajasthan,26,18,10.27
Yamaha,FZ,2020,89,59.4,119408,74920,Dealer,Tier 1,Electric,Not Insured,Delhi,48,5,37.26
Yamaha,SZ,2012,234,34.6,109573,44879,Dealer,Tier 1,Diesel,Not Insured,Rajasthan,56,13,59.04
Hero,HF Deluxe,2019,234,76.6,128212,62119,Individual,Tier 3,Electric,Not Insured,Maharashtra,53,6,51.55
Honda,Livo,2007,278,70.0,115434,27912,Dealer,Tier 2,Diesel,Not Insured,Rajasthan,55,18,75.82
Bajaj,CT 100,2005,336,51.7,125275,22804,Dealer,Tier 1,Electric,Not Insured,Gujarat,36,20,81.8
Yamaha,SZ,2022,250,72.4,100696,84692,Individual,Tier 1,Diesel,Not Insured,Maharashtra,30,3,15.89
Suzuki,Gixxer,2016,240,59.7,92964,50179,Dealer,Tier 3,Diesel,Not Insured,Rajasthan,46,9,46.02
Bajaj,Avenger,2014,302,71.4,30089,20405,Dealer,Tier 2,Electric,Insured,Rajasthan,46,11,32.18
Hero,Passion,2015,258,54.8,105677,37573,Individual,Tier 3,Electric,Insured,Rajasthan,48,10,64.45
Honda,Unicorn,2009,318,73.2,49743,31880,Individual,Tier 1,Diesel,Not Insured,Rajasthan,29,16,35.91
Honda,Livo,2005,257,76.0,86025,47846,Individual,Tier 1,Petrol,Not Insured,Karnataka,30,20,44.38
Bajaj,CT 100,2007,277,52.3,130710,29923,Dealer,Tier 1,Diesel,Not Insured,Uttar Pradesh,50,18,77.11
Suzuki,Gixxer,2017,209,31.1,149497,114233,Dealer,Tier 2,Petrol,Not Insured,Rajasthan,53,8,23.59
Hero,Splendor,2021,182,70.0,106440,45862,Individual,Tier 2,Petrol,Not Insured,Tamil Nadu,42,4,56.91
Honda,Livo,2010,285,59.9,35251,34756,Dealer,Tier 2,Diesel,Insured,Rajasthan,52,15,1.4
Bajaj,CT 100,2005,108,43.4,47864,38706,Individual,Tier 1,Electric,Insured,Uttar Pradesh,33,20,19.13
Yamaha,SZ,2019,320,65.9,35321,33185,Dealer,Tier 3,Diesel,Insured,Gujarat,50,6,6.05
Suzuki,Burgman,2021,262,56.9,37425,34259,Individual,Tier 3,Electric,Not Insured,Maharashtra,38,4,8.46
Hero,HF Deluxe,2015,190,67.2,119748,110094,Individual,Tier 2,Petrol,Insured,Delhi,46,10,8.06
Yamaha,R15,2022,174,59.0,91160,90281,Individual,Tier 2,Diesel,Insured,Gujarat,29,3,0.96
Honda,Livo,2012,158,61.5,103246,21398,Individual,Tier 3,Electric,Not Insured,Maharashtra,36,13,79.27
Hero,HF Deluxe,2010,159,43.6,56843,41260,Individual,Tier 2,Petrol,Insured,Uttar Pradesh,43,15,27.41
Bajaj,Avenger,2008,282,40.5,118207,31035,Dealer,Tier 1,Electric,Insured,Rajasthan,29,17,73.75
Yamaha,SZ,2012,227,45.5,104272,59125,Dealer,Tier 1,Diesel,Insured,Tamil Nadu,35,13,43.3
Honda,Shine,2020,301,38.8,114673,99366,Individual,Tier 3,Diesel,Insured,Gujarat,11,5,13.35
Bajaj,CT 100,2006,205,74.4,103712,99175,Dealer,Tier 2,Petrol,Insured,Uttar Pradesh,40,19,4.37
Hero,Splendor,2020,303,45.8,78967,41336,Dealer,Tier 3,Diesel,Insured,Gujarat,16,5,47.65
Yamaha,R15,2022,313,77.6,88287,39240,Individual,Tier 1,Electric,Insured,Maharashtra,54,3,55.55
Yamaha,R15,2014,109,30.7,120262,45056,Dealer,Tier 3,Petrol,Not Insured,Maharashtra,25,11,62.54
Honda,Unicorn,2006,111,64.1,30377,28382,Dealer,Tier 1,Diesel,Insured,Tamil Nadu,27,19,6.57
Suzuki,Access,2014,192,46.5,89183,56766,Individual,Tier 1,Diesel,Not Insured,Delhi,53,11,36.35
Yamaha,SZ,2009,183,58.5,49614,38472,Dealer,Tier 2,Petrol,Insured,Delhi,29,16,22.46
Yamaha,SZ,2014,178,46.2,69795,35504,Individual,Tier 2,Petrol,Insured,Rajasthan,58,11,49.13
Bajaj,Avenger,2007,348,69.9,102912,73060,Individual,Tier 2,Diesel,Insured,Uttar Pradesh,24,18,29.01
Suzuki,Burgman,2008,248,56.3,35305,32562,Dealer,Tier 1,Petrol,Insured,Uttar Pradesh,60,17,7.77
Honda,Shine,2014,250,54.3,102834,87763,Dealer,Tier 2,Electric,Insured,Rajasthan,16,11,14.66
Yamaha,SZ,2009,296,39.0,113708,108209,Dealer,Tier 3,Diesel,Insured,Gujarat,41,16,4.84
Hero,HF Deluxe,2010,252,68.7,123837,62956,Individual,Tier 3,Diesel,Not Insured,Maharashtra,29,15,49.16
Bajaj,Avenger,2007,294,60.9,106020,29755,Individual,Tier 1,Diesel,Not Insured,Tamil Nadu,13,18,71.93
Yamaha,FZ,2018,123,42.6,58393,35686,Dealer,Tier 2,Petrol,Insured,Maharashtra,59,7,38.89
Honda,Livo,2020,181,55.3,94230,64515,Dealer,Tier 2,Electric,Not Insured,Rajasthan,43,5,31.53
Honda,Unicorn,2021,216,30.8,45918,45293,Individual,Tier 1,Petrol,Insured,Rajasthan,34,4,1.36
Bajaj,Pulsar,2014,310,38.7,37001,26747,Individual,Tier 1,Diesel,Insured,Gujarat,11,11,27.71
Yamaha,R15,2020,150,36.8,110183,51043,Dealer,Tier 3,Electric,Not Insured,Gujarat,59,5,53.67
Honda,Unicorn,2006,274,61.0,108650,40472,Dealer,Tier 2,Petrol,Insured,Delhi,12,19,62.75
Hero,Splendor,2014,212,79.7,116306,56685,Individual,Tier 3,Electric,Insured,Tamil Nadu,51,11,51.26
Honda,Shine,2006,251,31.2,121222,121165,Individual,Tier 1,Diesel,Insured,Maharashtra,48,19,0.05
Honda,Unicorn,2012,247,45.7,125411,71649,Dealer,Tier 3,Petrol,Insured,Tamil Nadu,37,13,42.87
Suzuki,Gixxer,2008,158,73.3,57211,38243,Dealer,Tier 2,Petrol,Not Insured,Delhi,45,17,33.15
Hero,Splendor,2011,149,37.4,32004,31922,Dealer,Tier 3,Diesel,Not Insured,Tamil Nadu,23,14,0.26
Honda,Unicorn,2016,178,40.4,38598,30405,Dealer,Tier 3,Petrol,Not Insured,Uttar Pradesh,54,9,21.23
Bajaj,Pulsar,2010,159,40.0,125017,124914,Individual,Tier 3,Electric,Not Insured,Gujarat,31,15,0.08
Hero,Splendor,2023,90,59.3,100090,47272,Dealer,Tier 1,Diesel,Insured,Gujarat,37,2,52.77
Hero,Splendor,2005,92,36.1,93959,30457,Dealer,Tier 2,Diesel,Insured,Gujarat,44,20,67.58
Hero,Splendor,2019,233,78.8,70551,41895,Individual,Tier 3,Electric,Insured,Karnataka,42,6,40.62
Suzuki,Gixxer,2021,141,57.1,100143,66088,Individual,Tier 2,Petrol,Not Insured,Delhi,29,4,34.01
Bajaj,Avenger,2012,243,32.6,149384,105238,Individual,Tier 3,Electric,Not Insured,Maharashtra,53,13,29.55
Honda,Unicorn,2019,132,30.2,102063,71917,Individual,Tier 3,Diesel,Insured,Uttar Pradesh,55,6,29.54
Yamaha,SZ,2008,269,78.1,110809,80939,Dealer,Tier 1,Electric,Insured,Gujarat,14,17,26.96
Suzuki,Burgman,2017,163,69.4,82939,22574,Dealer,Tier 1,Petrol,Insured,Uttar Pradesh,18,8,72.78
Bajaj,Pulsar,2017,202,42.8,136091,81937,Individual,Tier 1,Electric,Insured,Rajasthan,38,8,39.79
Yamaha,SZ,2010,342,64.7,32299,29000,Individual,Tier 3,Electric,Insured,Karnataka,60,15,10.21
Suzuki,Access,2013,224,65.6,70168,58391,Dealer,Tier 2,Petrol,Not Insured,Delhi,56,12,16.78
Hero,Splendor,2018,114,68.8,147245,117881,Individual,Tier 3,Electric,Not Insured,Gujarat,40,7,19.94
Bajaj,Avenger,2006,156,74.2,75581,51316,Individual,Tier 3,Petrol,Not Insured,Maharashtra,47,19,32.1
Yamaha,FZ,2017,304,52.6,84753,63746,Individual,Tier 1,Electric,Not Insured,Maharashtra,30,8,24.79
Hero,HF Deluxe,2013,94,64.0,81937,45048,Dealer,Tier 3,Petrol,Insured,Delhi,29,12,45.02
Hero,Splendor,2013,209,70.1,69790,30256,Dealer,Tier 1,Petrol,Insured,Rajasthan,17,12,56.65
Honda,Shine,2005,146,64.0,108705,88747,Dealer,Tier 1,Diesel,Not Insured,Uttar Pradesh,22,20,18.36
Bajaj,Pulsar,2023,275,37.4,130251,122695,Individual,Tier 3,Diesel,Not Insured,Maharashtra,26,2,5.8
Suzuki,Burgman,2011,302,57.0,120271,29658,Dealer,Tier 1,Petrol,Not Insured,Maharashtra,39,14,75.34
Suzuki,Access,2013,92,67.6,37645,28573,Dealer,Tier 1,Petrol,Not Insured,Delhi,14,12,24.1
Suzuki,Access,2019,140,56.9,71051,37769,Individual,Tier 2,Petrol,Not Insured,Rajasthan,52,6,46.84
Honda,Shine,2009,337,77.7,146198,39088,Dealer,Tier 3,Petrol,Not Insured,Uttar Pradesh,47,16,73.26
Suzuki,Gixxer,2008,195,59.5,65910,51216,Individual,Tier 3,Diesel,Insured,Delhi,52,17,22.29
Bajaj,CT 100,2019,142,59.9,44012,35639,Dealer,Tier 2,Diesel,Insured,Delhi,26,6,19.02
Honda,Shine,2005,164,32.7,118015,58888,Individual,Tier 1,Diesel,Insured,Karnataka,11,20,50.1
Suzuki,Gixxer,2016,328,49.1,76066,74669,Individual,Tier 3,Petrol,Insured,Karnataka,42,9,1.84
Yamaha,FZ,2020,307,42.1,116443,81985,Individual,Tier 3,Petrol,Not Insured,Uttar Pradesh,16,5,29.59
Yamaha,R15,2021,243,37.4,78321,26857,Individual,Tier 1,Diesel,Not Insured,Karnataka,47,4,65.71
Bajaj,Pulsar,2009,100,72.7,82078,65179,Individual,Tier 3,Petrol,Not Insured,Karnataka,36,16,20.59
Hero,Splendor,2006,202,45.6,119304,33908,Individual,Tier 1,Electric,Not Insured,Maharashtra,29,19,71.58
Yamaha,SZ,2018,146,65.0,72345,43451,Individual,Tier 3,Petrol,Insured,Uttar Pradesh,26,7,39.94
Suzuki,Burgman,2014,149,59.1,122556,46178,Individual,Tier 3,Petrol,Not Insured,Tamil Nadu,14,11,62.32
Honda,Unicorn,2018,333,73.2,74315,62815,Dealer,Tier 2,Diesel,Not Insured,Maharashtra,32,7,15.47
Bajaj,Pulsar,2017,228,62.7,79537,73994,Dealer,Tier 1,Petrol,Insured,Maharashtra,26,8,6.97
Honda,Shine,2013,212,62.5,89687,27776,Dealer,Tier 3,Electric,Insured,Uttar Pradesh,32,12,69.03
Suzuki,Access,2016,349,71.6,43942,29967,Dealer,Tier 1,Diesel,Insured,Maharashtra,50,9,31.8
Hero,Passion,2018,229,59.1,130026,74067,Dealer,Tier 1,Petrol,Insured,Rajasthan,51,7,43.04
Bajaj,CT 100,2022,243,30.6,138904,119453,Dealer,Tier 1,Electric,Insured,Delhi,36,3,14.0
Hero,HF Deluxe,2018,113,78.2,142647,121466,Individual,Tier 3,Electric,Not Insured,Delhi,44,7,14.85
Hero,Passion,2013,182,30.6,45565,21463,Dealer,Tier 2,Electric,Not Insured,Maharashtra,59,12,52.9
Hero,HF Deluxe,2019,159,53.0,145173,128912,Dealer,Tier 3,Electric,Insured,Karnataka,52,6,11.2
Honda,Livo,2021,320,74.1,105909,74585,Dealer,Tier 1,Diesel,Not Insured,Rajasthan,26,4,29.58
Honda,Livo,2023,122,58.4,93614,50134,Individual,Tier 3,Diesel,Not Insured,Maharashtra,32,2,46.45
Yamaha,R15,2014,235,59.6,88151,20070,Dealer,Tier 2,Diesel,Not Insured,Uttar Pradesh,57,11,77.23
Bajaj,CT 100,2005,259,43.9,99673,67450,Individual,Tier 1,Petrol,Insured,Maharashtra,55,20,32.33
Hero,Passion,2009,237,44.1,57971,50195,Dealer,Tier 2,Electric,Not Insured,Delhi,54,16,13.41
Yamaha,R15,2011,127,45.9,78398,73877,Dealer,Tier 1,Diesel,Insured,Rajasthan,47,14,5.77
Suzuki,Access,2016,347,32.0,131995,88904,Dealer,Tier 3,Diesel,Insured,Rajasthan,55,9,32.65
Yamaha,R15,2005,281,63.4,40093,31108,Individual,Tier 2,Petrol,Not Insured,Tamil Nadu,57,20,22.41
Honda,Shine,2007,83,55.3,142339,55233,Dealer,Tier 3,Petrol,Insured,Maharashtra,21,18,61.2
Bajaj,CT 100,2011,160,65.8,74429,49726,Individual,Tier 1,Electric,Not Insured,Rajasthan,23,14,33.19
Honda,Unicorn,2007,185,37.7,144741,30714,Dealer,Tier 1,Diesel,Not Insured,Tamil Nadu,51,18,78.78
Yamaha,R15,2021,271,33.1,47442,41196,Dealer,Tier 2,Petrol,Insured,Rajasthan,31,4,13.17
Suzuki,Gixxer,2005,150,70.0,131106,60584,Individual,Tier 2,Electric,Insured,Maharashtra,32,20,53.79
Bajaj,CT 100,2008,342,49.4,46066,38152,Individual,Tier 2,Petrol,Insured,Delhi,38,17,17.18
Yamaha,SZ,2019,128,51.6,92100,80773,Dealer,Tier 2,Petrol,Insured,Maharashtra,20,6,12.3
Bajaj,Avenger,2019,112,76.9,94214,52984,Individual,Tier 3,Electric,Not Insured,Maharashtra,13,6,43.76
Hero,HF Deluxe,2022,91,46.4,95335,40248,Dealer,Tier 1,Electric,Not Insured,Uttar Pradesh,13,3,57.78
Hero,HF Deluxe,2010,112,70.5,70932,55019,Dealer,Tier 3,Petrol,Not Insured,Gujarat,45,15,22.43
Hero,HF Deluxe,2013,80,31.0,144838,58772,Individual,Tier 1,Diesel,Not Insured,Uttar Pradesh,57,12,59.42
Bajaj,Avenger,2005,242,37.0,134691,114684,Individual,Tier 2,Petrol,Not Insured,Rajasthan,60,20,14.85
Hero,HF Deluxe,2012,166,65.3,115911,84466,Dealer,Tier 3,Petrol,Insured,Uttar Pradesh,18,13,27.13
Yamaha,SZ,2016,313,47.4,89435,34894,Individual,Tier 3,Diesel,Not Insured,Delhi,24,9,60.98
Honda,Shine,2007,242,37.1,68516,45630,Individual,Tier 1,Diesel,Not Insured,Karnataka,53,18,33.4
Honda,Livo,2017,273,57.0,109727,79976,Dealer,Tier 2,Diesel,Insured,Uttar Pradesh,30,8,27.11
Hero,Passion,2011,117,76.7,70246,51729,Individual,Tier 1,Diesel,Insured,Rajasthan,17,14,26.36
Honda,Unicorn,2022,235,70.1,71378,68164,Dealer,Tier 3,Petrol,Not Insured,Maharashtra,56,3,4.5
Yamaha,SZ,2007,204,39.1,44249,21166,Individual,Tier 1,Petrol,Not Insured,Uttar Pradesh,51,18,52.17
Hero,HF Deluxe,2015,200,31.4,139662,51425,Dealer,Tier 3,Electric,Insured,Tamil Nadu,36,10,63.18
Suzuki,Gixxer,2015,134,53.3,126598,82758,Dealer,Tier 1,Diesel,Insured,Rajasthan,25,10,34.63
Yamaha,FZ,2014,228,63.5,147708,34770,Dealer,Tier 1,Diesel,Not Insured,Uttar Pradesh,29,11,76.46
Hero,Splendor,2017,233,60.0,47720,31491,Individual,Tier 3,Diesel,Not Insured,Karnataka,17,8,34.01
Bajaj,CT 100,2018,338,78.7,55094,52889,Individual,Tier 3,Diesel,Not Insured,Rajasthan,34,7,4.0
Honda,Shine,2010,90,79.5,47994,30403,Individual,Tier 1,Petrol,Insured,Gujarat,46,15,36.65
